Age,Income,LoanAmount,CreditScore,InterestRate,LoanTerm,Education_High School,Education_Master's,Education_PhD,EmploymentType_Part-time,EmploymentType_Self-employed,EmploymentType_Unemployed,MaritalStatus_Married,MaritalStatus_Single,LoanPurpose_Business,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other,Default
37.0,25359.0,66745.0,806.0,3.07,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0
67.0,83748.0,194360.0,763.0,17.16,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.0,104500.0,205176.0,671.0,2.24,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.0,54607.0,105179.0,376.0,17.06,36.0,0,0,0,1,0,0,0,0,0,0,0,0,1
45.0,39886.0,142049.0,403.0,6.71,24.0,0,0,0,0,0,1,0,1,0,0,0,0,1
53.0,86367.0,208286.0,393.0,20.39,48.0,0,0,0,0,0,0,0,1,0,0,0,0,1
34.0,17024.0,43736.0,626.0,10.88,60.0,0,0,0,1,0,0,0,0,0,0,0,0,1
42.0,147113.0,204238.0,746.0,14.79,12.0,0,0,0,0,0,1,0,1,0,0,0,0,0
33.0,17098.0,201373.0,452.0,23.24,36.0,0,0,0,0,0,1,0,1,0,0,0,0,1
67.0,16515.0,229803.0,386.0,17.2,36.0,1,0,0,0,0,1,1,0,0,0,0,0,1
66.0,134946.0,228770.0,757.0,16.84,24.0,0,0,0,0,0,1,1,0,0,0,0,0,0
26.0,85953.0,113175.0,508.0,24.54,36.0,0,0,0,0,0,0,1,0,0,0,0,0,1
57.0,62185.0,118544.0,517.0,18.7,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0
59.0,29362.0,245279.0,789.0,24.13,36.0,0,0,0,0,0,0,0,1,0,0,0,0,1
41.0,44303.0,148201.0,316.0,17.78,12.0,1,0,0,0,0,1,0,0,0,0,0,0,1
40.0,131432.0,138217.0,746.0,24.2,36.0,0,0,0,0,0,1,0,1,0,0,0,0,1
33.0,71040.0,7887.0,549.0,23.99,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0
69.0,112227.0,42377.0,686.0,15.74,48.0,1,0,0,0,0,0,1,0,0,0,0,0,0
35.0,71677.0,158149.0,721.0,7.17,48.0,0,0,0,0,0,1,0,0,0,0,0,0,0
64.0,132857.0,223985.0,702.0,18.01,12.0,1,0,0,0,0,1,1,0,0,0,0,0,1
48.0,19554.0,238391.0,388.0,10.47,12.0,1,0,0,0,0,1,1,0,0,0,0,0,1
32.0,33791.0,240477.0,602.0,21.91,24.0,0,0,0,1,0,0,1,0,0,0,0,0,1
53.0,115074.0,212542.0,797.0,18.63,60.0,1,0,0,0,0,0,0,0,0,0,0,0,1
45.0,130661.0,227403.0,405.0,24.81,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1
32.0,135046.0,45973.0,755.0,11.28,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
52.0,85686.0,42316.0,451.0,18.55,60.0,0,0,0,0,0,0,0,1,0,0,0,0,0
69.0,56173.0,185280.0,509.0,23.93,36.0,1,0,0,0,0,0,0,1,0,0,0,0,0
28.0,117208.0,136896.0,676.0,11.56,24.0,1,0,0,0,0,1,0,0,0,0,0,0,0
30.0,47135.0,129834.0,546.0,9.18,48.0,0,0,0,1,0,0,0,0,0,0,0,0,0
21.0,121143.0,212997.0,479.0,7.55,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0
50.0,136420.0,175497.0,693.0,5.78,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0
46.0,141140.0,183296.0,811.0,16.51,48.0,0,0,0,0,0,1,1,0,0,0,0,0,0
56.0,72796.0,210001.0,711.0,13.3,48.0,1,0,0,0,0,1,1,0,0,0,0,0,1
22.0,55890.0,134228.0,518.0,10.71,12.0,0,0,0,0,0,0,1,0,0,0,0,0,1
22.0,110961.0,172281.0,812.0,22.07,48.0,0,0,0,0,0,0,1,0,0,0,0,0,0
59.0,92724.0,105823.0,802.0,22.91,24.0,1,0,0,0,0,0,0,1,0,0,0,0,0
40.0,110118.0,93163.0,520.0,15.95,48.0,0,0,0,0,0,0,0,0,0,0,0,0,1
54.0,140059.0,149050.0,769.0,22.7,36.0,0,0,0,0,0,1,0,1,0,0,0,0,1
19.0,47717.0,236012.0,377.0,22.93,12.0,0,0,0,1,0,0,0,0,0,0,0,0,1
40.0,37224.0,35921.0,403.0,21.22,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0
20.0,29583.0,150394.0,420.0,19.79,36.0,0,0,0,1,0,0,1,0,0,0,0,0,1
36.0,38648.0,68231.0,621.0,21.95,60.0,1,0,0,0,0,0,0,0,0,0,0,0,1
61.0,64002.0,117115.0,312.0,5.56,36.0,1,0,0,0,0,0,0,1,0,0,0,0,0
38.0,76431.0,219346.0,661.0,2.87,36.0,1,0,0,1,0,0,1,0,0,0,0,0,1
60.0,133104.0,29470.0,513.0,17.35,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.0,93634.0,59464.0,751.0,12.9,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0
35.0,52743.0,63744.0,510.0,3.65,48.0,0,0,0,0,0,0,0,0,0,0,0,0,1
47.0,59195.0,103512.0,509.0,2.8,48.0,0,0,0,1,0,0,0,1,0,0,0,0,1
65.0,117718.0,72217.0,842.0,3.64,12.0,0,0,0,1,0,0,0,1,0,0,0,0,0
44.0,135751.0,64391.0,628.0,10.65,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0
46.0,26000.0,42215.0,743.0,20.0,12.0,0,0,0,1,0,0,0,1,0,0,0,0,1
50.0,20909.0,118398.0,381.0,23.27,12.0,0,0,0,0,0,0,0,0,0,0,0,0,1
21.0,44435.0,102787.0,655.0,19.78,12.0,1,0,0,0,0,1,1,0,0,0,0,0,0
20.0,149278.0,107121.0,384.0,20.07,12.0,0,0,0,0,0,0,0,0,0,0,0,0,1
59.0,17514.0,167509.0,689.0,5.3,12.0,0,0,0,0,0,1,0,0,0,0,0,0,0
23.0,48811.0,176366.0,310.0,10.52,48.0,0,0,0,1,0,0,0,1,0,0,0,0,1
59.0,107955.0,96892.0,467.0,6.79,12.0,0,0,0,0,0,1,0,1,0,0,0,0,1
20.0,138207.0,170865.0,518.0,18.04,36.0,1,0,0,1,0,0,1,0,0,0,0,0,1
28.0,21539.0,227034.0,398.0,11.52,24.0,1,0,0,1,0,0,0,1,0,0,0,0,1
30.0,44287.0,31756.0,555.0,15.42,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0
51.0,33220.0,28769.0,513.0,14.31,12.0,0,0,0,1,0,0,0,0,0,0,0,0,0
69.0,49212.0,181069.0,767.0,10.96,36.0,0,0,0,0,0,0,1,0,0,0,0,0,1
56.0,102977.0,47729.0,680.0,16.03,12.0,1,0,0,1,0,0,0,1,0,0,0,0,1
69.0,66542.0,89498.0,779.0,3.37,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0
42.0,17595.0,140094.0,395.0,21.38,24.0,1,0,0,1,0,0,0,0,0,0,0,0,1
54.0,109211.0,42891.0,743.0,17.76,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0
32.0,126491.0,193689.0,457.0,6.02,60.0,0,0,0,0,0,1,0,1,0,0,0,0,0
48.0,25838.0,37481.0,722.0,20.18,24.0,0,0,0,0,0,1,1,0,0,0,0,0,0
36.0,82575.0,184144.0,466.0,6.99,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.0,75341.0,228985.0,356.0,22.68,24.0,0,0,0,0,0,0,0,0,0,0,0,0,1
37.0,113294.0,179816.0,303.0,15.91,48.0,0,0,0,0,0,0,0,0,0,0,0,0,1
65.0,41169.0,170220.0,507.0,20.81,36.0,1,0,0,0,0,0,0,1,0,0,0,0,0
22.0,90585.0,184188.0,582.0,20.41,60.0,1,0,0,1,0,0,0,0,0,0,0,0,1
69.0,95114.0,7141.0,467.0,10.18,36.0,1,0,0,0,0,0,1,0,0,0,0,0,0
57.0,78974.0,221671.0,307.0,16.11,36.0,0,0,0,0,0,1,0,0,0,0,0,0,1
27.0,52084.0,127313.0,522.0,20.19,48.0,0,0,0,0,0,0,0,0,0,0,0,0,1
23.0,137867.0,11352.0,723.0,23.97,12.0,1,0,0,0,0,0,0,1,0,0,0,0,0
28.0,97905.0,93184.0,527.0,11.0,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0
31.0,22178.0,222654.0,531.0,15.38,24.0,1,0,0,0,0,0,0,0,0,0,0,0,1
62.0,76809.0,10973.0,750.0,21.89,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.0,74719.0,64028.0,806.0,18.29,36.0,1,0,0,0,0,1,1,0,0,0,0,0,0
31.0,36311.0,124270.0,599.0,2.24,36.0,1,0,0,0,0,1,0,0,0,0,0,0,1
25.0,123426.0,193602.0,687.0,16.76,12.0,0,0,0,0,0,1,0,0,0,0,0,0,1
27.0,80658.0,20437.0,728.0,23.22,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0
59.0,72967.0,73458.0,624.0,23.86,60.0,1,0,0,1,0,0,0,1,0,0,0,0,0
47.0,130014.0,205488.0,505.0,14.46,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0
20.0,119754.0,94785.0,760.0,14.77,48.0,0,0,0,1,0,0,0,0,0,0,0,0,0
59.0,53177.0,180781.0,711.0,18.32,12.0,1,0,0,1,0,0,1,0,0,0,0,0,1
53.0,51713.0,148040.0,723.0,18.72,36.0,0,0,0,1,0,0,0,0,0,0,0,0,1
38.0,111470.0,112343.0,635.0,7.46,24.0,1,0,0,0,0,1,0,0,0,0,0,0,0
66.0,125586.0,163212.0,659.0,12.61,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0
62.0,47396.0,235620.0,690.0,21.06,36.0,1,0,0,0,0,1,0,1,0,0,0,0,0
48.0,47082.0,162599.0,811.0,7.24,36.0,1,0,0,0,0,1,1,0,0,0,0,0,0
63.0,73776.0,11441.0,545.0,23.76,24.0,0,0,0,0,0,0,0,0,0,0,0,0,1
51.0,57566.0,235419.0,412.0,6.24,48.0,1,0,0,0,0,1,0,1,0,0,0,0,1
59.0,25379.0,107048.0,376.0,23.16,48.0,1,0,0,0,0,0,1,0,0,0,0,0,1
27.0,80922.0,65457.0,782.0,12.05,60.0,0,0,0,0,0,1,0,1,0,0,0,0,1
20.0,41597.0,38436.0,742.0,20.59,12.0,0,0,0,1,0,0,0,1,0,0,0,0,1
41.0,77594.0,80996.0,391.0,7.28,60.0,1,0,0,0,0,0,0,0,0,0,0,0,0
19.0,90338.0,217191.0,570.0,11.01,12.0,0,0,0,1,0,0,1,0,0,0,0,0,0
52.0,65155.0,25233.0,522.0,22.2,48.0,0,0,0,1,0,0,0,0,0,0,0,0,0
58.0,144614.0,225078.0,344.0,20.66,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.0,116883.0,11588.0,604.0,18.12,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.0,141746.0,71607.0,355.0,23.28,60.0,1,0,0,1,0,0,0,1,0,0,0,0,1
58.0,71281.0,192440.0,744.0,8.22,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0
32.0,50276.0,239014.0,467.0,19.29,60.0,0,0,0,0,0,1,0,1,0,0,0,0,1
31.0,78427.0,100902.0,644.0,22.37,48.0,1,0,0,1,0,0,0,0,0,0,0,0,1
23.0,26540.0,204032.0,808.0,15.24,60.0,0,0,0,0,0,1,1,0,0,0,0,0,0
57.0,145057.0,72546.0,493.0,9.46,24.0,0,0,0,0,0,0,1,0,0,0,0,0,0
40.0,99320.0,88044.0,695.0,6.94,48.0,1,0,0,1,0,0,0,0,0,0,0,0,0
19.0,70933.0,10537.0,398.0,21.37,60.0,0,0,0,0,0,1,1,0,0,0,0,0,1
34.0,59161.0,241949.0,556.0,21.9,12.0,0,0,0,1,0,0,1,0,0,0,0,0,1
49.0,135352.0,75010.0,823.0,8.03,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0
19.0,57723.0,148552.0,420.0,21.85,48.0,0,0,0,0,0,1,1,0,0,0,0,0,1
44.0,56450.0,227116.0,472.0,8.39,24.0,0,0,0,1,0,0,0,1,0,0,0,0,0
40.0,119521.0,35727.0,396.0,22.09,48.0,0,0,0,0,0,0,1,0,0,0,0,0,1
40.0,134223.0,216673.0,498.0,17.71,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0
65.0,33156.0,214873.0,435.0,12.51,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0
46.0,17277.0,203852.0,776.0,22.87,36.0,1,0,0,0,0,0,0,1,0,0,0,0,1
49.0,106262.0,150922.0,736.0,14.86,48.0,1,0,0,0,0,1,0,0,0,0,0,0,1
62.0,99311.0,43916.0,813.0,11.87,36.0,1,0,0,1,0,0,0,0,0,0,0,0,1
65.0,74174.0,90727.0,395.0,17.91,24.0,1,0,0,1,0,0,0,1,0,0,0,0,1
58.0,82370.0,133501.0,461.0,10.88,36.0,1,0,0,0,0,1,0,1,0,0,0,0,1
23.0,42679.0,109990.0,620.0,24.96,12.0,0,0,0,0,0,0,0,1,0,0,0,0,1
18.0,104803.0,178209.0,774.0,6.26,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.0,23493.0,248424.0,782.0,22.67,24.0,1,0,0,0,0,0,0,1,0,0,0,0,0
51.0,123468.0,60195.0,507.0,15.54,48.0,0,0,0,1,0,0,0,1,0,0,0,0,0
37.0,100884.0,247903.0,489.0,10.91,48.0,1,0,0,0,0,1,1,0,0,0,0,0,0
19.0,73952.0,79478.0,508.0,4.3,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0
26.0,83348.0,239836.0,411.0,18.22,60.0,0,0,0,1,0,0,0,1,0,0,0,0,1
31.0,131634.0,208786.0,628.0,13.53,24.0,0,0,0,0,0,0,0,0,0,0,0,0,1
27.0,109467.0,16890.0,825.0,5.93,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0
67.0,134288.0,202700.0,560.0,16.74,60.0,0,0,0,1,0,0,0,0,0,0,0,0,0
65.0,148407.0,7427.0,547.0,20.92,24.0,0,0,0,0,0,1,1,0,0,0,0,0,0
54.0,116298.0,237224.0,831.0,23.15,48.0,0,0,0,0,0,1,0,0,0,0,0,0,1
21.0,43853.0,128305.0,602.0,5.85,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1
46.0,120994.0,146912.0,738.0,23.77,24.0,0,0,0,0,0,0,1,0,0,0,0,0,1
44.0,20594.0,138285.0,368.0,12.91,12.0,1,0,0,0,0,1,0,1,0,0,0,0,1
24.0,91425.0,192732.0,455.0,17.39,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1
25.0,90085.0,108881.0,561.0,17.37,24.0,1,0,0,0,0,0,1,0,0,0,0,0,1
19.0,40840.0,234170.0,843.0,14.28,24.0,0,0,0,0,0,1,0,1,0,0,0,0,0
22.0,81441.0,165660.0,309.0,17.0,48.0,1,0,0,0,0,0,1,0,0,0,0,0,0
35.0,31826.0,93624.0,557.0,17.61,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0
66.0,43259.0,37378.0,329.0,23.14,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0
34.0,29517.0,122049.0,803.0,4.59,24.0,0,0,0,1,0,0,1,0,0,0,0,0,1
43.0,30988.0,172565.0,336.0,18.86,60.0,1,0,0,0,0,1,0,1,0,0,0,0,1
60.0,66997.0,80892.0,793.0,16.83,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0
58.0,110892.0,91511.0,638.0,18.43,60.0,1,0,0,0,0,0,0,0,0,0,0,0,1
29.0,44210.0,39016.0,397.0,19.69,24.0,0,0,0,0,0,0,0,1,0,0,0,0,1
44.0,92412.0,189332.0,755.0,4.74,48.0,0,0,0,0,0,0,0,1,0,0,0,0,0
35.0,82655.0,209814.0,396.0,6.58,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.0,99428.0,26708.0,311.0,10.4,12.0,0,0,0,0,0,0,0,1,0,0,0,0,0
21.0,134007.0,113151.0,770.0,24.94,24.0,1,0,0,0,0,0,0,0,0,0,0,0,1
43.0,66705.0,227420.0,552.0,7.17,12.0,1,0,0,0,0,1,1,0,0,0,0,0,0
19.0,147845.0,185179.0,346.0,12.95,12.0,1,0,0,1,0,0,0,1,0,0,0,0,0
18.0,96658.0,230957.0,808.0,14.28,36.0,0,0,0,0,0,1,1,0,0,0,0,0,1
53.0,23419.0,221665.0,726.0,4.19,12.0,0,0,0,0,0,1,1,0,0,0,0,0,1
30.0,25471.0,143811.0,411.0,23.17,12.0,0,0,0,0,0,1,1,0,0,0,0,0,1
52.0,129920.0,112047.0,348.0,2.22,36.0,0,0,0,0,0,0,0,1,0,0,0,0,1
53.0,53765.0,200858.0,462.0,6.82,60.0,0,0,0,1,0,0,0,0,0,0,0,0,0
25.0,56913.0,100604.0,674.0,9.38,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.0,49930.0,64637.0,663.0,21.4,36.0,0,0,0,1,0,0,0,1,0,0,0,0,1
28.0,27297.0,95111.0,750.0,17.17,24.0,0,0,0,0,0,0,1,0,0,0,0,0,1
66.0,34684.0,196086.0,813.0,17.13,48.0,1,0,0,0,0,0,0,0,0,0,0,0,0
34.0,47612.0,140764.0,410.0,8.58,60.0,1,0,0,1,0,0,0,0,0,0,0,0,1
68.0,118989.0,109442.0,510.0,10.22,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0
52.0,31086.0,47573.0,404.0,17.78,12.0,0,0,0,0,0,1,0,0,0,0,0,0,0
20.0,45016.0,160650.0,636.0,11.99,48.0,0,0,0,1,0,0,0,0,0,0,0,0,1
23.0,54287.0,9633.0,403.0,5.63,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0
44.0,17771.0,152591.0,848.0,15.92,36.0,1,0,0,0,0,1,0,1,0,0,0,0,0
23.0,62353.0,142073.0,311.0,24.7,60.0,0,0,0,0,0,0,0,1,0,0,0,0,1
69.0,27168.0,45317.0,593.0,23.86,12.0,1,0,0,0,0,0,1,0,0,0,0,0,0
61.0,70481.0,179644.0,667.0,23.84,60.0,0,0,0,0,0,0,0,1,0,0,0,0,0
49.0,31468.0,243670.0,560.0,7.83,60.0,0,0,0,0,0,0,1,0,0,0,0,0,1
61.0,23874.0,119211.0,326.0,13.13,36.0,0,0,0,0,0,0,1,0,0,0,0,0,1
28.0,20096.0,102174.0,507.0,7.14,60.0,0,0,0,0,0,1,0,1,0,0,0,0,1
18.0,58883.0,111619.0,445.0,22.64,48.0,1,0,0,1,0,0,0,0,0,0,0,0,1
31.0,23019.0,186097.0,384.0,2.27,12.0,0,0,0,0,0,0,1,0,0,0,0,0,1
22.0,122387.0,90122.0,461.0,11.28,60.0,0,0,0,0,0,0,0,0,0,0,0,0,1
53.0,62461.0,146935.0,828.0,6.62,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0
25.0,148837.0,157803.0,509.0,17.58,60.0,0,0,0,0,0,1,0,0,0,0,0,0,1
41.0,21868.0,149926.0,376.0,11.4,48.0,0,0,0,0,0,1,0,1,0,0,0,0,1
21.0,71554.0,215212.0,412.0,13.91,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0
47.0,56131.0,204412.0,811.0,18.4,36.0,0,0,0,0,0,1,1,0,0,0,0,0,1
36.0,79748.0,241860.0,504.0,15.18,60.0,0,0,0,1,0,0,1,0,0,0,0,0,1
41.0,58394.0,173721.0,409.0,23.26,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0
51.0,35926.0,233188.0,491.0,19.04,60.0,0,0,0,0,0,1,1,0,0,0,0,0,1
37.0,149905.0,217725.0,688.0,8.95,12.0,0,0,0,0,0,0,0,1,0,0,0,0,0
18.0,81352.0,240402.0,637.0,24.05,36.0,0,0,0,0,0,1,0,0,0,0,0,0,1
18.0,138267.0,109028.0,714.0,16.35,60.0,0,0,0,0,0,1,0,0,0,0,0,0,0
62.0,20277.0,30580.0,404.0,22.27,24.0,1,0,0,1,0,0,0,0,0,0,0,0,1
19.0,110262.0,69576.0,550.0,22.52,36.0,1,0,0,0,0,1,1,0,0,0,0,0,1
22.0,71700.0,175615.0,682.0,17.5,48.0,0,0,0,1,0,0,0,0,0,0,0,0,0
32.0,82051.0,208628.0,765.0,11.96,12.0,0,0,0,0,0,1,0,0,0,0,0,0,0
40.0,93785.0,42790.0,370.0,8.21,24.0,1,0,0,0,0,1,0,0,0,0,0,0,0
38.0,36208.0,94314.0,663.0,9.02,36.0,0,0,0,0,0,1,0,1,0,0,0,0,1
68.0,90159.0,136721.0,326.0,23.3,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0
68.0,16470.0,249276.0,551.0,14.18,24.0,0,0,0,0,0,0,0,1,0,0,0,0,0
38.0,39096.0,107680.0,469.0,14.33,36.0,0,0,0,0,0,0,0,1,0,0,0,0,1
56.0,133946.0,199868.0,525.0,16.12,24.0,0,0,0,1,0,0,0,1,0,0,0,0,1
33.0,18839.0,203102.0,466.0,13.06,24.0,1,0,0,1,0,0,0,1,0,0,0,0,1
48.0,122526.0,22232.0,616.0,9.21,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.0,82123.0,71047.0,321.0,6.9,36.0,0,0,0,0,0,0,1,0,0,0,0,0,1
31.0,30852.0,167579.0,732.0,17.83,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1
52.0,30383.0,111411.0,385.0,12.12,24.0,1,0,0,0,0,0,1,0,0,0,0,0,0
39.0,33178.0,145352.0,499.0,14.24,36.0,1,0,0,1,0,0,0,1,0,0,0,0,1
24.0,16933.0,231348.0,625.0,17.88,12.0,1,0,0,0,0,1,0,0,0,0,0,0,1
27.0,30246.0,62137.0,840.0,3.24,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.0,70427.0,113576.0,320.0,20.95,24.0,0,0,0,0,0,1,1,0,0,0,0,0,1
52.0,99886.0,202764.0,504.0,19.68,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.0,44126.0,98918.0,648.0,5.83,12.0,1,0,0,1,0,0,1,0,0,0,0,0,0
51.0,63117.0,163084.0,500.0,9.57,24.0,0,0,0,1,0,0,0,0,0,0,0,0,1
33.0,36043.0,32339.0,732.0,9.01,48.0,0,0,0,1,0,0,0,0,0,0,0,0,0
68.0,29287.0,101607.0,474.0,22.94,48.0,0,0,0,0,0,0,0,1,0,0,0,0,1
37.0,67397.0,26264.0,613.0,19.46,60.0,0,0,0,1,0,0,0,1,0,0,0,0,1
18.0,100872.0,176941.0,486.0,24.15,60.0,0,0,0,0,0,0,1,0,0,0,0,0,1
39.0,16717.0,247140.0,719.0,18.11,12.0,0,0,0,0,0,1,0,0,0,0,0,0,1
21.0,128152.0,121473.0,845.0,14.04,60.0,0,0,0,0,0,1,0,0,0,0,0,0,1
26.0,128371.0,131167.0,310.0,15.04,12.0,0,0,0,0,0,0,1,0,0,0,0,0,1
67.0,70669.0,162620.0,750.0,12.76,60.0,0,0,0,0,0,1,0,1,0,0,0,0,0
44.0,35676.0,221896.0,503.0,18.8,60.0,0,0,0,0,0,1,1,0,0,0,0,0,1
69.0,63842.0,26748.0,593.0,21.1,12.0,1,0,0,0,0,1,0,1,0,0,0,0,0
23.0,101115.0,212026.0,584.0,24.15,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0
55.0,94961.0,9381.0,811.0,6.39,12.0,0,0,0,1,0,0,1,0,0,0,0,0,0
28.0,118030.0,83365.0,653.0,20.79,24.0,0,0,0,0,0,1,0,1,0,0,0,0,1
46.0,17774.0,224602.0,487.0,13.6,60.0,0,0,0,1,0,0,0,0,0,0,0,0,1
49.0,21351.0,165852.0,732.0,19.86,48.0,0,0,0,0,0,0,1,0,0,0,0,0,1
26.0,17862.0,76641.0,515.0,18.67,36.0,1,0,0,1,0,0,0,0,0,0,0,0,1
46.0,129581.0,108380.0,541.0,7.43,12.0,0,0,0,0,0,1,0,0,0,0,0,0,0
34.0,95028.0,16809.0,657.0,7.82,48.0,0,0,0,0,0,1,1,0,0,0,0,0,0
49.0,75778.0,33693.0,671.0,11.58,24.0,0,0,0,1,0,0,1,0,0,0,0,0,1
23.0,16901.0,238824.0,776.0,18.64,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1
69.0,99354.0,11725.0,824.0,10.52,36.0,0,0,0,1,0,0,0,1,0,0,0,0,0
61.0,117319.0,178264.0,319.0,14.6,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0
28.0,128728.0,32593.0,421.0,22.13,60.0,0,0,0,0,0,1,0,0,0,0,0,0,1
28.0,67194.0,81045.0,757.0,9.36,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0
56.0,74737.0,74702.0,463.0,24.61,60.0,0,0,0,0,0,1,0,1,0,0,0,0,0
30.0,123866.0,166779.0,523.0,15.28,48.0,0,0,0,0,0,0,0,0,0,0,0,0,1
64.0,37041.0,41415.0,590.0,15.08,48.0,0,0,0,0,0,1,1,0,0,0,0,0,1
38.0,91259.0,248264.0,580.0,22.91,24.0,1,0,0,1,0,0,0,0,0,0,0,0,1
69.0,98085.0,58066.0,515.0,7.92,24.0,0,0,0,1,0,0,1,0,0,0,0,0,0
19.0,44481.0,92968.0,733.0,13.47,24.0,1,0,0,0,0,0,1,0,0,0,0,0,1
66.0,15834.0,104129.0,487.0,14.39,48.0,0,0,0,0,0,1,0,1,0,0,0,0,1
51.0,52959.0,28167.0,793.0,19.62,24.0,0,0,0,1,0,0,0,0,0,0,0,0,1
20.0,130503.0,223423.0,437.0,4.29,36.0,0,0,0,1,0,0,1,0,0,0,0,0,0
33.0,128809.0,78121.0,562.0,12.14,60.0,1,0,0,0,0,1,0,0,0,0,0,0,1
21.0,97614.0,133457.0,825.0,10.01,36.0,0,0,0,1,0,0,1,0,0,0,0,0,1
22.0,80874.0,19334.0,795.0,10.59,24.0,1,0,0,1,0,0,0,1,0,0,0,0,1
33.0,149534.0,191380.0,480.0,3.03,60.0,1,0,0,1,0,0,1,0,0,0,0,0,0
43.0,127541.0,162028.0,500.0,18.73,60.0,0,0,0,0,0,0,0,0,0,0,0,0,1
36.0,85022.0,128174.0,833.0,7.3,12.0,1,0,0,0,0,1,1,0,0,0,0,0,1
18.0,16347.0,166352.0,368.0,22.58,24.0,1,0,0,0,0,0,0,1,0,0,0,0,1
35.0,79293.0,201738.0,416.0,20.44,48.0,0,0,0,1,0,0,1,0,0,0,0,0,1
58.0,68009.0,230909.0,464.0,4.48,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.0,118727.0,164010.0,762.0,7.69,24.0,1,0,0,0,0,0,0,0,0,0,0,0,1
20.0,106763.0,80568.0,359.0,18.79,60.0,0,0,0,0,0,1,1,0,0,0,0,0,0
30.0,38608.0,155597.0,585.0,16.17,24.0,1,0,0,1,0,0,0,0,0,0,0,0,1
43.0,37081.0,140185.0,613.0,8.83,48.0,0,0,0,1,0,0,0,1,0,0,0,0,1
21.0,107809.0,59178.0,710.0,24.05,36.0,0,0,0,0,0,1,0,0,0,0,0,0,1
29.0,139360.0,129000.0,824.0,22.47,36.0,0,0,0,0,0,0,1,0,0,0,0,0,1
20.0,139318.0,94535.0,481.0,10.11,48.0,0,0,0,1,0,0,0,0,0,0,0,0,1
23.0,103309.0,174738.0,847.0,4.38,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0
42.0,81623.0,116707.0,409.0,5.09,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0
18.0,22624.0,213299.0,391.0,23.66,48.0,1,0,0,0,0,1,1,0,0,0,0,0,1
23.0,36569.0,75100.0,771.0,20.76,60.0,0,0,0,0,0,1,1,0,0,0,0,0,0
40.0,139274.0,44830.0,763.0,3.48,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0
